"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 21 19:10:26 GMT 2023","Wed Jun 21 19:10:30 GMT 2023","3803","","GameDetailsTest","","GameDetailsTest","testGetGameDetails","Verify game details",""
